dataset_number,r_mm_mean,theta_mean,r_mm_std,theta_std,Delta_r_mm,Delta_theta,Delta_t_s,IB_duration_s
10,19.907,-2.6525,0.130,0.0186,3.859,0.0628,0.160,0.520
10,23.767,-2.5897,0.117,0.0021,-0.240,-0.1007,0.120,0.200
10,23.526,-2.6904,0.093,0.0043,0.206,0.0378,0.040,0.280
10,23.732,-2.6526,0.134,0.0051,-0.192,0.1274,0.080,0.160
10,23.540,-2.5252,0.143,0.0004,-1.134,-0.0033,0.040,0.120
10,22.406,-2.5285,0.303,0.0039,-1.367,-0.0146,0.040,0.160
10,21.039,-2.5431,0.227,0.0026,-0.953,-0.0153,0.040,0.200
10,20.086,-2.5584,0.000,0.0000,-0.454,-0.3177,0.240,0.040
10,19.632,-2.8762,0.119,0.0028,2.493,0.0738,0.160,0.160
10,22.125,-2.8024,0.155,0.0062,1.364,0.0177,0.080,0.320
10,23.489,-2.7847,0.089,0.0030,-0.171,0.1100,0.080,0.200
10,23.318,-2.6747,0.190,0.0026,0.398,0.1652,0.160,0.160
10,23.716,-2.5095,0.054,0.0059,0.238,0.0942,0.120,0.200
10,23.955,-2.4154,0.011,0.0047,-0.095,0.1231,0.120,0.120
10,23.859,-2.2922,0.000,-0.0000,0.319,0.0293,0.040,0.040
10,24.179,-2.2630,0.100,0.0069,-0.977,-0.4818,0.160,0.120
10,23.202,-2.7448,0.000,-0.0000,-0.098,-0.0477,0.080,0.040
10,23.104,-2.7925,0.087,0.0033,-0.138,-0.0125,0.040,0.120
10,22.967,-2.8050,0.020,0.0043,0.005,-0.0313,0.040,0.120
10,22.971,-2.8363,0.033,0.0015,-0.132,-0.2191,0.240,0.080
10,22.839,-3.0554,0.000,-0.0000,0.071,-0.3728,0.240,0.040
10,22.910,2.8549,0.016,0.0046,-0.130,-0.0460,0.040,0.080
10,22.780,2.8089,0.058,0.0068,0.311,-0.5227,0.400,0.160
10,23.091,2.2862,0.027,0.0096,0.451,-0.3218,0.320,0.160
10,23.543,1.9644,0.080,0.0065,-0.881,-0.2134,0.200,0.480
10,22.661,1.7510,0.000,0.0000,0.322,-0.0390,0.040,0.040
10,22.983,1.7120,0.103,0.0114,-0.038,-0.0255,0.040,0.280
10,22.945,1.6865,0.058,0.0061,0.626,-0.1821,0.160,0.400
10,23.571,1.5044,0.110,0.0210,-1.867,-0.1505,0.200,0.800
10,21.705,1.3539,0.054,0.0066,0.065,-0.1097,0.160,0.240
10,21.769,1.2443,0.008,0.0002,-0.124,-0.0597,0.040,0.080
10,21.645,1.1846,0.091,0.0169,1.910,0.6260,0.440,1.440
10,23.555,1.8106,0.072,0.0016,-1.651,0.2899,0.200,0.120
10,21.904,2.1004,0.031,0.0095,3.461,-3.0547,1.680,0.120
10,25.365,-0.9543,0.015,0.0024,-0.627,-0.5056,0.280,0.120
10,24.738,-1.4599,0.040,0.0043,-1.589,-0.2833,0.240,0.120
10,23.149,-1.7432,0.000,-0.0000,-0.723,-0.3597,0.280,0.040
10,22.426,-2.1029,0.000,-0.0000,1.528,-0.0520,0.120,0.040
10,23.954,-2.1549,0.000,-0.0000,-0.741,-0.5175,0.320,0.040
10,23.213,-2.6724,0.076,0.0092,0.173,-0.1442,0.280,0.280
10,23.386,-2.8166,0.026,0.0074,-0.148,-0.0306,0.040,0.080
10,23.238,-2.8472,0.080,0.0057,0.315,0.1756,0.080,0.120
10,23.553,-2.6716,0.053,0.0073,-0.997,0.0064,0.040,0.080
10,22.556,-2.6652,0.000,-0.0000,0.362,0.1978,0.200,0.040
10,22.918,-2.4674,0.246,0.0045,0.242,-0.1170,0.080,0.560
10,23.160,-2.5844,0.529,0.0079,-3.908,0.2494,0.160,0.600
10,19.252,-2.3349,0.155,0.0063,0.393,0.0094,0.080,0.200
10,19.646,-2.3256,0.100,0.0034,3.197,-0.0916,0.240,0.680
10,22.843,-2.4171,0.000,-0.0000,0.478,0.0105,0.040,0.040
10,23.321,-2.4066,0.000,-0.0000,0.741,0.0228,0.080,0.040
10,24.061,-2.3838,0.049,0.0048,-0.269,0.1873,0.200,0.120
10,23.792,-2.1966,0.000,-0.0000,1.048,0.7525,0.520,0.040
10,24.840,-1.4440,0.032,0.0109,-0.923,-0.4682,0.280,0.160
10,23.918,-1.9123,0.102,0.0027,-0.037,-0.1638,0.120,0.720
10,23.880,-2.0761,0.014,0.0060,0.004,-0.0327,0.040,0.080
10,23.884,-2.1088,0.026,0.0072,-0.012,-0.0250,0.040,0.080
10,23.872,-2.1338,0.120,0.0026,0.070,-0.0647,0.120,0.200
10,23.942,-2.1985,0.000,-0.0000,-0.324,-0.2666,0.240,0.040
10,23.618,-2.4651,0.169,0.0023,-0.487,-0.3114,0.280,0.080
10,23.131,-2.7765,0.000,0.0000,-0.089,-0.0234,0.040,0.040
10,23.042,-2.8000,0.110,0.0033,0.654,0.1260,0.080,0.160
10,23.696,-2.6740,0.000,-0.0000,-0.319,0.0130,0.040,0.040
10,23.377,-2.6610,0.163,0.0021,0.405,0.2423,0.280,0.080
10,23.782,-2.4187,0.099,0.0015,0.185,0.1413,0.120,0.160
10,23.967,-2.2774,0.075,0.0027,0.319,0.4081,0.400,0.080
10,24.287,-1.8692,0.072,0.0034,0.825,0.6863,0.400,0.080
10,25.112,-1.1829,0.000,-0.0000,0.256,0.2452,0.240,0.040
10,25.368,-0.9377,0.012,0.0052,0.042,0.0231,0.040,0.120
10,25.411,-0.9146,0.027,0.0025,0.197,0.1076,0.080,0.280
10,25.607,-0.8070,0.040,0.0075,-0.829,0.1998,0.160,0.480
10,24.778,-0.6072,0.062,0.0081,-0.055,0.0142,0.040,0.680
10,24.724,-0.5930,0.009,0.0034,-3.391,0.0923,0.160,0.200
10,21.332,-0.5006,0.000,-0.0000,0.117,0.0522,0.080,0.040
10,21.450,-0.4484,0.043,0.0106,0.166,0.0242,0.040,0.360
10,21.615,-0.4242,0.067,0.0022,4.436,-0.1855,0.160,0.760
10,26.051,-0.6097,0.038,0.0027,-5.863,-0.2396,0.200,0.120
10,20.188,-0.8493,0.266,0.0107,-0.478,-0.0420,0.040,0.320
10,19.710,-0.8913,0.085,0.0099,-1.634,-0.1707,0.160,0.880
10,18.076,-1.0620,0.099,0.0199,-0.258,-0.0711,0.040,0.240
10,17.818,-1.1331,0.063,0.0174,-2.842,-0.1158,0.160,0.640
10,14.976,-1.2488,0.259,0.0218,-1.327,-0.1459,0.120,0.600
10,13.649,-1.3947,0.053,0.0094,-0.485,-0.0629,0.040,0.160
10,13.164,-1.4577,0.123,0.0193,-0.012,-0.1393,0.040,0.440
10,13.152,-1.5969,0.000,0.0000,-0.100,-0.0662,0.040,0.040
10,13.052,-1.6631,0.030,0.0089,0.069,-0.0215,0.040,0.120
10,13.121,-1.6846,0.000,-0.0000,0.054,-0.0558,0.040,0.040
10,13.175,-1.7405,0.057,0.0116,-0.517,-0.1405,0.160,0.840
10,12.659,-1.8810,0.010,0.0105,0.299,-0.0630,0.040,0.160
10,12.958,-1.9440,0.098,0.0136,-1.355,-0.1230,0.120,0.720
10,11.602,-2.0669,0.038,0.0003,-0.012,-0.0696,0.040,0.080
10,11.590,-2.1365,0.048,0.0099,0.125,-0.0332,0.040,0.200
10,11.715,-2.1697,0.031,0.0112,0.951,-0.1603,0.120,0.320
10,12.667,-2.3301,0.095,0.0042,0.273,-0.0892,0.040,0.080
10,12.939,-2.4192,0.152,0.0238,-0.485,-0.2345,0.160,0.720
10,12.455,-2.6538,0.000,-0.0000,0.202,-0.0368,0.040,0.040
10,12.657,-2.6906,0.073,0.0054,0.264,-0.0498,0.040,0.120
10,12.921,-2.7404,0.081,0.0085,2.677,-0.0919,0.160,0.280
10,15.598,-2.8324,0.000,-0.0000,0.478,-0.0213,0.040,0.040
10,16.076,-2.8537,0.078,0.0062,0.431,-0.0142,0.040,0.160
10,16.507,-2.8679,0.130,0.0025,2.600,0.2382,0.160,0.120
10,19.107,-2.6297,0.089,0.0032,1.700,-0.0936,0.120,0.720
10,20.807,-2.7233,0.317,0.0111,0.778,0.0754,0.040,0.880
10,21.585,-2.6479,0.000,-0.0000,0.709,0.0216,0.040,0.040
10,22.293,-2.6263,0.121,0.0032,-0.645,0.0047,0.040,0.520
10,21.648,-2.6216,0.033,0.0044,-3.094,0.1604,0.120,0.320
10,18.554,-2.4612,0.097,0.0032,-0.297,-0.0120,0.040,0.120
10,18.257,-2.4732,0.129,0.0079,1.831,0.0091,0.160,0.240
10,20.088,-2.4641,0.000,-0.0000,1.102,0.0410,0.040,0.040
10,21.190,-2.4232,0.383,0.0126,0.707,-0.0267,0.040,0.840
10,21.897,-2.4499,0.000,0.0000,1.003,0.0071,0.040,0.040
10,22.900,-2.4428,0.262,0.0018,0.084,-0.0066,0.040,0.560
10,22.984,-2.4494,0.092,0.0053,0.781,-0.0024,0.040,0.080
10,23.765,-2.4518,0.132,0.0020,-0.802,0.1313,0.160,0.160
10,22.963,-2.3205,0.141,0.0041,0.860,-0.0433,0.120,0.360
10,23.823,-2.3638,0.120,0.0028,-0.148,-0.0528,0.080,0.200
10,23.675,-2.4166,0.096,0.0028,-1.575,-0.1490,0.120,0.080
10,22.101,-2.5656,0.000,-0.0000,-0.056,-0.0330,0.040,0.040
10,22.045,-2.5986,0.137,0.0053,-0.930,-0.0096,0.040,0.160
10,21.115,-2.6082,0.135,0.0059,2.028,0.0448,0.120,0.200
10,23.143,-2.5634,0.106,0.0022,0.496,-0.0449,0.080,0.440
10,23.639,-2.6083,0.045,0.0036,0.031,0.0002,0.040,0.080
10,23.670,-2.6081,0.044,0.0019,-0.073,0.1538,0.200,0.120
10,23.598,-2.4543,0.121,0.0058,0.272,0.0437,0.040,0.200
10,23.870,-2.4106,0.062,0.0041,0.694,0.5308,0.480,0.240
10,24.564,-1.8798,0.121,0.0041,0.165,0.0421,0.120,0.160
10,24.729,-1.8377,0.000,-0.0000,-0.253,0.0309,0.040,0.040
10,24.476,-1.8068,0.012,0.0010,-0.223,-0.1292,0.080,0.080
10,24.253,-1.9360,0.127,0.0039,0.146,-0.1193,0.080,0.120
10,24.399,-2.0553,0.083,0.0008,-0.357,-0.1279,0.120,0.160
10,24.041,-2.1831,0.048,0.0038,-0.385,-0.2002,0.160,0.160
10,23.656,-2.3834,0.031,0.0058,-0.058,-0.0163,0.040,0.080
10,23.598,-2.3997,0.049,0.0020,-0.234,-0.1517,0.160,0.120
10,23.365,-2.5513,0.071,0.0057,-0.040,-0.2054,0.240,0.120
10,23.325,-2.7568,0.000,0.0000,-0.129,0.0293,0.040,0.040
10,23.196,-2.7274,0.000,-0.0000,0.452,0.1825,0.120,0.040
10,23.648,-2.5450,0.053,0.0011,-0.601,-0.0033,0.040,0.120
10,23.047,-2.5483,0.097,0.0010,0.509,-0.0064,0.080,0.120
10,23.556,-2.5547,0.131,0.0097,-3.035,0.1752,0.160,0.360
10,20.522,-2.3795,0.093,0.0049,-1.513,0.1028,0.080,0.400
10,19.008,-2.2767,0.000,-0.0000,0.212,0.0295,0.040,0.040
10,19.220,-2.2472,0.000,-0.0000,0.606,0.0430,0.040,0.040
10,19.826,-2.2042,0.200,0.0101,3.955,0.0373,0.280,0.320
10,23.781,-2.1669,0.000,-0.0000,0.545,0.0818,0.120,0.040
10,24.326,-2.0851,0.086,0.0032,0.066,0.0504,0.120,0.320
10,24.392,-2.0347,0.000,-0.0000,0.206,0.1612,0.160,0.040
10,24.598,-1.8735,0.083,0.0054,0.175,0.0678,0.120,0.120
10,24.773,-1.8056,0.062,0.0011,0.014,0.0321,0.080,0.080
10,24.787,-1.7735,0.068,0.0014,-0.015,0.0457,0.080,0.080
10,24.772,-1.7278,0.014,0.0026,-0.458,-0.1424,0.240,0.080
10,24.314,-1.8703,0.146,0.0009,0.012,-0.1603,0.120,0.120
10,24.326,-2.0305,0.096,0.0058,-0.570,-0.1963,0.200,0.080
10,23.757,-2.2268,0.105,0.0063,-0.213,-0.0249,0.040,0.160
10,23.544,-2.2517,0.114,0.0050,0.389,-0.0156,0.040,0.200
10,23.933,-2.2673,0.151,0.0150,-2.444,-0.1417,0.200,0.680
10,21.489,-2.4090,0.000,-0.0000,0.229,-0.0396,0.040,0.040
10,21.718,-2.4486,0.096,0.0075,1.811,0.1096,0.080,0.760
10,23.529,-2.3390,0.236,0.0031,-1.143,0.0386,0.080,0.320
10,22.386,-2.3004,0.138,0.0032,-0.602,0.0181,0.040,0.120
10,21.784,-2.2823,0.000,-0.0000,-3.023,-0.0213,0.080,0.040
10,18.761,-2.3036,0.000,-0.0000,0.154,-0.0320,0.040,0.040
10,18.915,-2.3356,0.000,-0.0000,0.062,-0.0222,0.040,0.040
10,18.977,-2.3578,0.072,0.0043,-0.460,0.0257,0.080,0.160
10,18.516,-2.3321,0.108,0.0077,-3.547,0.0191,0.160,1.200
10,14.969,-2.3130,0.123,0.0111,4.453,-0.1078,0.200,0.320
10,19.421,-2.4208,0.265,0.0068,2.171,-0.0958,0.160,0.200
10,21.592,-2.5165,0.167,0.0031,2.276,0.0267,0.120,0.280
10,23.868,-2.4898,0.074,0.0031,-0.345,-0.1287,0.160,0.200
10,23.524,-2.6185,0.066,0.0038,-0.467,0.0265,0.040,0.320
10,23.056,-2.5920,0.000,0.0000,0.385,0.1381,0.080,0.040
10,23.442,-2.4539,0.000,-0.0000,0.270,0.0057,0.040,0.040
10,23.711,-2.4482,0.000,-0.0000,-1.098,0.0027,0.040,0.040
10,22.613,-2.4455,0.429,0.0034,-2.207,0.1295,0.160,0.560
10,20.406,-2.3160,0.162,0.0048,-0.737,-0.0125,0.040,0.360
10,19.669,-2.3285,0.137,0.0058,1.188,-0.2053,0.160,0.440
10,20.857,-2.5339,0.197,0.0056,0.328,-0.0150,0.040,0.160
10,21.185,-2.5489,0.070,0.0040,0.224,-0.0128,0.080,0.160
10,21.409,-2.5617,0.010,0.0021,1.201,0.0033,0.080,0.080
10,22.610,-2.5584,0.063,0.0023,1.147,-0.0187,0.080,0.480
10,23.757,-2.5771,0.087,0.0008,-3.674,0.2816,0.240,0.160
10,20.082,-2.2955,0.070,0.0073,-0.004,0.0085,0.080,0.640
10,20.078,-2.2870,0.021,0.0042,2.238,0.0299,0.200,0.240
10,22.316,-2.2572,0.091,0.0022,0.408,0.0086,0.040,0.080
10,22.724,-2.2486,0.090,0.0033,1.188,-0.0450,0.120,0.320
10,23.912,-2.2936,0.006,0.0009,0.334,0.2510,0.320,0.080
10,24.246,-2.0426,0.044,0.0034,-0.095,0.0340,0.040,0.120
10,24.151,-2.0086,0.049,0.0074,-1.041,0.1320,0.160,0.280
10,23.110,-1.8765,0.000,-0.0000,-0.070,0.0363,0.080,0.040
10,23.040,-1.8402,0.034,0.0051,1.553,-0.0244,0.080,0.240
10,24.593,-1.8647,0.000,0.0000,-1.344,0.1755,0.200,0.040
10,23.249,-1.6892,0.037,0.0114,0.906,0.1736,0.240,0.240
10,24.155,-1.5155,0.000,0.0000,0.184,0.0237,0.040,0.040
10,24.339,-1.4918,0.029,0.0017,0.194,0.1758,0.240,0.120
10,24.533,-1.3160,0.036,0.0105,0.005,0.0168,0.040,0.160
10,24.539,-1.2992,0.000,-0.0000,0.923,0.4942,0.560,0.040
10,25.462,-0.8050,0.076,0.0101,0.154,0.2145,0.160,0.200
10,25.616,-0.5906,0.000,-0.0000,-0.028,0.0293,0.040,0.040
10,25.587,-0.5613,0.062,0.0026,-1.383,0.1756,0.160,0.120
10,24.205,-0.3857,0.073,0.0061,0.039,0.0353,0.040,0.120
10,24.243,-0.3504,0.037,0.0052,1.873,-0.0876,0.080,0.360
10,26.116,-0.4380,0.000,-0.0000,-0.877,-0.3517,0.280,0.040
10,25.239,-0.7897,0.178,0.0118,0.308,-0.0008,0.040,0.720
10,25.547,-0.7905,0.000,-0.0000,0.008,-0.0215,0.040,0.040
10,25.555,-0.8120,0.140,0.0060,-4.418,-0.1160,0.120,0.360
10,21.138,-0.9280,0.184,0.0164,-0.665,-0.1213,0.160,0.400
10,20.473,-1.0492,0.000,-0.0000,0.092,-0.0582,0.040,0.040
10,20.565,-1.1075,0.073,0.0137,-0.283,-0.1370,0.160,0.680
10,20.282,-1.2445,0.017,0.0095,0.103,-0.0474,0.040,0.120
10,20.385,-1.2919,0.068,0.0083,1.060,-0.1448,0.240,0.520
10,21.445,-1.4367,0.069,0.0062,-2.704,-0.1483,0.160,0.160
10,18.741,-1.5850,0.000,-0.0000,-0.013,-0.0458,0.080,0.040
10,18.727,-1.6307,0.000,0.0000,-0.392,-0.0643,0.040,0.040
10,18.336,-1.6951,0.150,0.0225,2.867,-0.0716,0.120,0.520
10,21.203,-1.7667,0.217,0.0055,0.756,-0.1395,0.160,1.120
10,21.959,-1.9062,0.187,0.0139,0.630,0.0359,0.080,0.400
10,22.588,-1.8704,0.126,0.0032,1.442,0.1022,0.120,0.760
10,24.030,-1.7682,0.025,0.0013,0.180,-0.1376,0.160,0.200
10,24.210,-1.9059,0.047,0.0028,0.195,-0.0506,0.080,0.360
10,24.405,-1.9565,0.034,0.0020,-0.535,-0.1616,0.160,0.200
10,23.870,-2.1180,0.000,-0.0000,0.202,-0.0165,0.040,0.040
10,24.072,-2.1346,0.000,-0.0000,-0.224,-0.0050,0.040,0.040
10,23.849,-2.1396,0.041,0.0034,0.191,0.0127,0.080,0.120
10,24.039,-2.1269,0.000,-0.0000,0.051,-0.0173,0.040,0.040
10,24.091,-2.1442,0.058,0.0049,0.316,0.1807,0.120,0.200
10,24.407,-1.9635,0.061,0.0042,-0.923,0.0232,0.040,0.080
10,23.484,-1.9402,0.242,0.0076,-0.679,-0.0442,0.120,0.200
10,22.805,-1.9844,0.299,0.0035,1.059,0.2570,0.200,0.600
10,23.864,-1.7274,0.334,0.0019,0.508,-0.1940,0.160,0.240
10,24.372,-1.9214,0.128,0.0010,-0.098,-0.0971,0.120,0.080
10,24.274,-2.0185,0.067,0.0033,-0.115,-0.0841,0.120,0.120
10,24.159,-2.1026,0.016,0.0007,-0.249,-0.1233,0.120,0.080
10,23.909,-2.2259,0.000,-0.0000,-0.128,-0.1132,0.080,0.040
10,23.782,-2.3390,0.039,0.0080,-0.141,-0.0299,0.040,0.160
10,23.640,-2.3689,0.027,0.0028,-0.052,0.0375,0.040,0.120
10,23.588,-2.3315,0.103,0.0039,-0.034,0.0703,0.040,0.200
10,23.554,-2.2611,0.337,0.0022,0.248,-0.0597,0.120,0.240
10,23.802,-2.3208,0.079,0.0008,0.044,-0.1070,0.120,0.080
10,23.846,-2.4278,0.163,0.0046,-0.336,-0.1018,0.120,0.120
10,23.509,-2.5296,0.056,0.0028,-0.007,-0.1361,0.160,0.080
10,23.503,-2.6657,0.000,-0.0000,-0.145,-0.0765,0.120,0.040
10,23.357,-2.7422,0.000,0.0000,-0.182,-0.1161,0.120,0.040
10,23.175,-2.8583,0.126,0.0035,0.444,0.0768,0.040,0.240
10,23.619,-2.7816,0.060,0.0022,-1.656,0.3224,0.200,0.080
10,21.963,-2.4591,0.000,-0.0000,1.427,0.0116,0.040,0.040
10,23.391,-2.4476,0.394,0.0026,0.508,0.0338,0.120,0.280
10,23.899,-2.4137,0.000,0.0000,0.011,0.1073,0.080,0.040
10,23.909,-2.3065,0.000,-0.0000,-0.187,0.0344,0.040,0.040
10,23.722,-2.2721,0.023,0.0042,0.359,0.0681,0.120,0.080
10,24.081,-2.2040,0.093,0.0044,0.373,0.1930,0.160,0.200
10,24.454,-2.0111,0.000,-0.0000,-0.196,0.0297,0.080,0.040
10,24.258,-1.9814,0.000,-0.0000,-0.383,0.1240,0.120,0.040
10,23.875,-1.8573,0.345,0.0108,0.654,0.0509,0.120,0.440
10,24.529,-1.8065,0.017,0.0050,0.213,0.1874,0.120,0.080
10,24.742,-1.6191,0.000,-0.0000,-0.008,0.0184,0.040,0.040
10,24.734,-1.6007,0.050,0.0045,0.388,0.3927,0.520,0.080
10,25.122,-1.2079,0.000,0.0000,0.393,0.3856,0.360,0.040
10,25.514,-0.8223,0.000,-0.0000,-0.047,0.0197,0.040,0.040
10,25.467,-0.8026,0.039,0.0040,0.368,0.5168,0.360,0.160
10,25.836,-0.2858,0.113,0.0082,-0.247,-0.2573,0.240,0.240
10,25.589,-0.5431,0.203,0.0067,-2.986,-0.2219,0.160,0.360
10,22.603,-0.7650,0.125,0.0115,0.193,-0.0012,0.040,0.720
10,22.796,-0.7662,0.012,0.0026,2.955,-0.0226,0.120,0.120
10,25.751,-0.7888,0.000,-0.0000,-2.380,-0.1992,0.200,0.040
10,23.371,-0.9880,0.060,0.0076,-0.098,-0.1556,0.160,0.240
10,23.273,-1.1436,0.043,0.0053,0.110,-0.0331,0.040,0.120
10,23.383,-1.1766,0.057,0.0077,1.558,-0.1452,0.200,0.440
10,24.941,-1.3218,0.071,0.0113,-0.029,-0.0608,0.080,0.920
10,24.911,-1.3826,0.067,0.0092,-0.719,-0.1484,0.160,0.280
10,24.193,-1.5310,0.000,-0.0000,-0.010,-0.0466,0.040,0.040
10,24.182,-1.5776,0.064,0.0133,0.253,-0.1280,0.160,0.320
10,24.435,-1.7056,0.054,0.0063,-0.069,-0.0302,0.040,0.080
10,24.366,-1.7358,0.073,0.0042,-0.305,-0.2328,0.240,0.120
10,24.061,-1.9686,0.051,0.0109,-0.132,-0.1357,0.120,0.200
10,23.929,-2.1044,0.000,-0.0000,-0.141,-0.0387,0.040,0.040
10,23.788,-2.1431,0.060,0.0121,-0.315,-0.3186,0.320,0.200
10,23.473,-2.4617,0.117,0.0063,-0.066,-0.0693,0.120,0.240
10,23.407,-2.5309,0.135,0.0032,0.168,-0.0766,0.080,0.080
10,23.575,-2.6075,0.128,0.0009,0.022,-0.1176,0.120,0.080
10,23.597,-2.7251,0.000,-0.0000,-0.238,-0.1216,0.160,0.040
10,23.359,-2.8467,0.000,0.0000,-0.255,-0.2598,0.200,0.040
10,23.104,-3.1065,0.071,0.0017,-1.362,0.3493,0.160,0.120
10,21.742,-2.7572,0.332,0.0097,-1.666,0.2033,0.120,0.440
10,20.076,-2.5539,0.000,-0.0000,0.199,0.0338,0.040,0.040
10,20.275,-2.5201,0.000,-0.0000,0.098,0.0160,0.040,0.040
10,20.372,-2.5041,0.050,0.0063,2.444,0.1052,0.200,0.360
10,22.816,-2.3990,0.000,-0.0000,0.306,0.0311,0.040,0.040
10,23.122,-2.3678,0.054,0.0088,-1.071,0.2253,0.280,0.480
10,22.051,-2.1426,0.000,-0.0000,0.283,0.0609,0.040,0.040
10,22.334,-2.0816,0.104,0.0134,1.076,0.1193,0.120,0.280
10,23.410,-1.9623,0.000,0.0000,0.283,0.0327,0.040,0.040
10,23.693,-1.9296,0.064,0.0056,0.795,-0.0207,0.040,0.200
10,24.489,-1.9503,0.000,0.0000,0.086,0.1294,0.120,0.040
10,24.574,-1.8209,0.000,0.0000,0.103,0.1085,0.120,0.040
10,24.677,-1.7124,0.000,-0.0000,0.237,0.2078,0.160,0.040
10,24.914,-1.5046,0.000,-0.0000,0.129,0.1703,0.160,0.040
10,25.043,-1.3344,0.000,-0.0000,-0.171,-0.0725,0.480,0.040
10,24.871,-1.4068,0.036,0.0037,-0.379,-0.2843,0.200,0.160
10,24.493,-1.6911,0.065,0.0142,-0.450,-0.2776,0.320,0.400
10,24.042,-1.9687,0.000,-0.0000,-0.473,-0.3713,0.360,0.040
10,23.570,-2.3400,0.096,0.0095,-0.166,-0.2826,0.280,0.240
10,23.404,-2.6226,0.075,0.0088,-0.071,-0.0250,0.040,0.160
10,23.332,-2.6476,0.001,0.0041,0.102,0.0146,0.080,0.080
10,23.435,-2.6330,0.093,0.0072,0.179,0.1791,0.120,0.160
10,23.614,-2.4539,0.213,0.0069,0.198,0.1400,0.160,0.160
10,23.812,-2.3139,0.000,-0.0000,0.837,0.4323,0.360,0.040
10,24.648,-1.8816,0.000,-0.0000,0.047,0.4127,0.360,0.040
10,24.695,-1.4689,0.000,-0.0000,0.322,0.1486,0.160,0.040
10,25.018,-1.3204,0.000,-0.0000,-0.022,0.0250,0.040,0.040
10,24.995,-1.2954,0.024,0.0046,-0.203,-0.1688,0.080,0.160
10,24.793,-1.4641,0.212,0.0033,-0.957,-0.0022,0.040,0.200
10,23.836,-1.4663,0.154,0.0003,0.866,-0.2227,0.120,0.080
10,24.702,-1.6890,0.059,0.0051,0.400,0.3039,0.160,0.440
10,25.102,-1.3851,0.089,0.0049,-1.029,0.2354,0.160,0.120
10,24.073,-1.1497,0.082,0.0106,1.328,0.0159,0.120,0.240
10,25.401,-1.1338,0.035,0.0068,-0.067,0.1033,0.120,0.120
10,25.334,-1.0305,0.145,0.0084,0.243,-0.0444,0.120,0.280
10,25.576,-1.0749,0.000,-0.0000,-0.876,0.0121,0.040,0.040
10,24.700,-1.0628,0.201,0.0026,-0.644,-0.1985,0.200,0.160
10,24.057,-1.2613,0.187,0.0046,-0.529,-0.0001,0.040,0.400
10,23.527,-1.2613,0.047,0.0007,1.883,0.1400,0.160,0.080
10,25.411,-1.1213,0.158,0.0066,0.269,0.1327,0.200,0.280
10,25.680,-0.9886,0.016,0.0030,0.059,0.0867,0.120,0.120
10,25.739,-0.9019,0.000,-0.0000,0.066,0.2072,0.200,0.040
10,25.805,-0.6948,0.110,0.0030,-0.369,-0.1809,0.120,0.080
10,25.436,-0.8756,0.201,0.0033,-0.663,0.0160,0.040,0.160
10,24.773,-0.8596,0.000,-0.0000,-0.494,-0.3045,0.240,0.040
10,24.278,-1.1641,0.141,0.0073,0.203,-0.0742,0.080,0.160
10,24.481,-1.2384,0.000,-0.0000,0.071,-0.0458,0.040,0.040
10,24.552,-1.2841,0.043,0.0120,0.233,-0.1283,0.120,0.320
10,24.786,-1.4124,0.078,0.0144,0.043,-0.0167,0.040,0.400
10,24.829,-1.4291,0.000,-0.0000,-0.288,-0.1268,0.080,0.040
10,24.541,-1.5559,0.000,-0.0000,0.062,-0.0352,0.040,0.040
10,24.602,-1.5911,0.000,-0.0000,-0.154,-0.0264,0.040,0.040
10,24.448,-1.6175,0.000,-0.0000,0.005,-0.1610,0.200,0.040
10,24.454,-1.7785,0.092,0.0051,-0.143,-0.1562,0.120,0.120
10,24.311,-1.9347,0.000,-0.0000,-1.010,-0.6049,0.560,0.040
10,23.301,-2.5396,0.000,-0.0000,-1.536,-0.6004,0.480,0.040
10,21.764,-3.1400,0.065,0.0122,1.919,0.1628,0.120,0.680
10,23.683,-2.9773,0.052,0.0027,-2.010,0.2900,0.240,0.080
10,21.673,-2.6873,0.507,0.0198,1.817,-0.0739,0.080,1.040
10,23.489,-2.7612,0.152,0.0031,-3.046,0.2546,0.200,0.200
10,20.443,-2.5067,0.000,-0.0000,0.599,0.0108,0.040,0.040
10,21.042,-2.4959,0.188,0.0054,0.373,-0.0015,0.040,0.440
10,21.415,-2.4974,0.024,0.0021,2.228,-0.0344,0.120,0.080
10,23.643,-2.5318,0.042,0.0034,0.249,0.1417,0.120,0.080
10,23.893,-2.3901,0.030,0.0096,-0.239,0.3980,0.320,0.160
10,23.653,-1.9921,0.000,-0.0000,1.009,0.0998,0.160,0.040
10,24.662,-1.8923,0.065,0.0072,0.095,0.1391,0.120,0.360
10,24.758,-1.7532,0.060,0.0059,0.069,0.2246,0.240,0.160
10,24.827,-1.5286,0.000,0.0000,0.698,0.7303,0.520,0.040
10,25.525,-0.7983,0.074,0.0132,0.243,0.4025,0.400,0.160
10,25.768,-0.3958,0.025,0.0067,-0.488,-0.3005,0.160,0.200
10,25.281,-0.6962,0.151,0.0104,0.878,0.1196,0.120,0.960
10,26.159,-0.5766,0.064,0.0014,-4.716,-0.3190,0.240,0.120
10,21.443,-0.8956,0.103,0.0114,0.225,-0.1465,0.120,0.280
10,21.668,-1.0421,0.096,0.0128,2.344,-0.1167,0.200,0.720
